win_lose,id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,league_id,season,team_long_name/0,team_long_name/1
1,16279,2186,2182,1,0,15722,2010/2011,Cracovia,Lech Poznań
1,16280,1601,8569,2,1,15722,2010/2011,Ruch Chorzów,GKS Bełchatów
2,16281,1957,8030,1,2,15722,2010/2011,Jagiellonia Białystok,Lechia Gdańsk
1,16282,8569,8673,2,0,15722,2010/2011,GKS Bełchatów,Legia Warszawa
1,16283,8025,8030,2,1,15722,2010/2011,Śląsk Wrocław,Lechia Gdańsk
1,16284,2182,1957,2,0,15722,2010/2011,Lech Poznań,Jagiellonia Białystok
3,16285,8031,10265,2,2,15722,2010/2011,Polonia Bytom,Wisła Kraków
1,16286,1601,8020,3,0,15722,2010/2011,Ruch Chorzów,Polonia Bytom
1,16287,2186,8245,3,0,15722,2010/2011,Cracovia,Korona Kielce
3,16288,8322,8021,1,1,15722,2010/2011,Arka Gdynia,Zagłębie Lubin
2,16289,2183,8024,0,1,15722,2010/2011,P. Warszawa,Widzew Łódź
2,16290,8021,8020,1,2,15722,2010/2011,Zagłębie Lubin,Polonia Bytom
2,16291,8245,8024,1,2,15722,2010/2011,Korona Kielce,Widzew Łódź
1,16292,2183,8673,3,0,15722,2010/2011,P. Warszawa,Legia Warszawa
3,16293,2182,8322,0,0,15722,2010/2011,Lech Poznań,Arka Gdynia
3,16294,8031,8030,1,1,15722,2010/2011,Polonia Bytom,Lechia Gdańsk
2,16295,2186,8025,2,3,15722,2010/2011,Cracovia,Śląsk Wrocław
1,16296,1957,8569,3,1,15722,2010/2011,Jagiellonia Białystok,GKS Bełchatów
1,16297,1601,10265,2,0,15722,2010/2011,Ruch Chorzów,Wisła Kraków
3,16298,2182,8025,2,2,15722,2010/2011,Lech Poznań,Śląsk Wrocław
3,16299,8030,8569,0,0,15722,2010/2011,Lechia Gdańsk,GKS Bełchatów
2,16300,8245,2183,1,3,15722,2010/2011,Korona Kielce,P. Warszawa
3,16301,8024,8322,0,0,15722,2010/2011,Widzew Łódź,Arka Gdynia
1,16302,8021,8031,2,0,15722,2010/2011,Zagłębie Lubin,Polonia Bytom
1,16303,8020,2186,1,0,15722,2010/2011,Polonia Bytom,Cracovia
2,16304,8673,1601,2,3,15722,2010/2011,Legia Warszawa,Ruch Chorzów
1,16305,10265,1957,2,0,15722,2010/2011,Wisła Kraków,Jagiellonia Białystok
3,16306,8569,8020,1,1,15722,2010/2011,GKS Bełchatów,Polonia Bytom
3,16307,8245,10265,2,2,15722,2010/2011,Korona Kielce,Wisła Kraków
3,16308,8673,8021,2,2,15722,2010/2011,Legia Warszawa,Zagłębie Lubin
3,16309,8025,8024,2,2,15722,2010/2011,Śląsk Wrocław,Widzew Łódź
1,16310,2183,2182,1,0,15722,2010/2011,P. Warszawa,Lech Poznań
1,16311,1957,8322,1,0,15722,2010/2011,Jagiellonia Białystok,Arka Gdynia
2,16312,1601,8031,0,2,15722,2010/2011,Ruch Chorzów,Polonia Bytom
1,16313,2186,8030,3,0,15722,2010/2011,Cracovia,Lechia Gdańsk
2,16314,8025,8245,0,1,15722,2010/2011,Śląsk Wrocław,Korona Kielce
1,16315,10265,8569,3,1,15722,2010/2011,Wisła Kraków,GKS Bełchatów
1,16316,2182,8673,1,0,15722,2010/2011,Lech Poznań,Legia Warszawa
3,16317,8020,8030,0,0,15722,2010/2011,Polonia Bytom,Lechia Gdańsk
2,16318,8031,2183,0,2,15722,2010/2011,Polonia Bytom,P. Warszawa
1,16319,8322,2186,3,0,15722,2010/2011,Arka Gdynia,Cracovia
3,16320,8024,1601,0,0,15722,2010/2011,Widzew Łódź,Ruch Chorzów
2,16321,8021,1957,0,2,15722,2010/2011,Zagłębie Lubin,Jagiellonia Białystok
1,16322,8030,8673,2,1,15722,2010/2011,Lechia Gdańsk,Legia Warszawa
3,16323,2182,8569,0,0,15722,2010/2011,Lech Poznań,GKS Bełchatów
1,16324,8025,10265,2,0,15722,2010/2011,Śląsk Wrocław,Wisła Kraków
1,16325,1957,8020,2,0,15722,2010/2011,Jagiellonia Białystok,Polonia Bytom
2,16326,8245,1601,0,1,15722,2010/2011,Korona Kielce,Ruch Chorzów
3,16327,2186,8021,2,2,15722,2010/2011,Cracovia,Zagłębie Lubin
1,16328,8024,8031,3,1,15722,2010/2011,Widzew Łódź,Polonia Bytom
1,16329,2183,8322,4,0,15722,2010/2011,P. Warszawa,Arka Gdynia
2,16330,2183,8025,0,1,15722,2010/2011,P. Warszawa,Śląsk Wrocław
1,16331,8569,8245,1,0,15722,2010/2011,GKS Bełchatów,Korona Kielce
1,16332,8673,8024,1,0,15722,2010/2011,Legia Warszawa,Widzew Łódź
3,16333,8322,8030,2,2,15722,2010/2011,Arka Gdynia,Lechia Gdańsk
1,16334,8021,2182,1,0,15722,2010/2011,Zagłębie Lubin,Lech Poznań
2,16335,10265,8020,0,2,15722,2010/2011,Wisła Kraków,Polonia Bytom
1,16336,1601,2186,1,0,15722,2010/2011,Ruch Chorzów,Cracovia
1,16337,8031,1957,3,2,15722,2010/2011,Polonia Bytom,Jagiellonia Białystok
2,16338,8030,10265,0,3,15722,2010/2011,Lechia Gdańsk,Wisła Kraków
1,16339,2182,8020,2,0,15722,2010/2011,Lech Poznań,Polonia Bytom
1,16340,8673,8245,3,1,15722,2010/2011,Legia Warszawa,Korona Kielce
3,16341,1601,8021,2,2,15722,2010/2011,Ruch Chorzów,Zagłębie Lubin
2,16342,1957,8024,1,3,15722,2010/2011,Jagiellonia Białystok,Widzew Łódź
1,16343,2186,2183,3,1,15722,2010/2011,Cracovia,P. Warszawa
3,16344,8569,8322,1,1,15722,2010/2011,GKS Bełchatów,Arka Gdynia
3,16345,8025,8031,0,0,15722,2010/2011,Śląsk Wrocław,Polonia Bytom
2,16346,8021,8025,0,1,15722,2010/2011,Zagłębie Lubin,Śląsk Wrocław
3,16347,8024,8569,1,1,15722,2010/2011,Widzew Łódź,GKS Bełchatów
3,16348,8020,8673,1,1,15722,2010/2011,Polonia Bytom,Legia Warszawa
2,16349,8245,8030,2,3,15722,2010/2011,Korona Kielce,Lechia Gdańsk
1,16350,10265,2182,1,0,15722,2010/2011,Wisła Kraków,Lech Poznań
2,16351,8031,2186,1,2,15722,2010/2011,Polonia Bytom,Cracovia
2,16352,8322,1601,0,2,15722,2010/2011,Arka Gdynia,Ruch Chorzów
1,16353,2183,1957,2,0,15722,2010/2011,P. Warszawa,Jagiellonia Białystok
1,16354,8025,8569,4,2,15722,2010/2011,Śląsk Wrocław,GKS Bełchatów
3,16355,1957,8673,0,0,15722,2010/2011,Jagiellonia Białystok,Legia Warszawa
3,16356,8030,2183,0,0,15722,2010/2011,Lechia Gdańsk,P. Warszawa
1,16357,2182,1601,1,0,15722,2010/2011,Lech Poznań,Ruch Chorzów
1,16358,10265,2186,1,0,15722,2010/2011,Wisła Kraków,Cracovia
2,16359,8031,8020,1,2,15722,2010/2011,Polonia Bytom,Polonia Bytom
1,16360,8245,8322,1,0,15722,2010/2011,Korona Kielce,Arka Gdynia
1,16361,8024,8021,2,1,15722,2010/2011,Widzew Łódź,Zagłębie Lubin
1,16362,8030,2182,2,1,15722,2010/2011,Lechia Gdańsk,Lech Poznań
1,16363,8673,10265,2,0,15722,2010/2011,Legia Warszawa,Wisła Kraków
1,16364,8020,8025,3,1,15722,2010/2011,Polonia Bytom,Śląsk Wrocław
1,16365,1957,8245,4,0,15722,2010/2011,Jagiellonia Białystok,Korona Kielce
2,16366,8569,8021,0,2,15722,2010/2011,GKS Bełchatów,Zagłębie Lubin
2,16367,2186,8024,1,2,15722,2010/2011,Cracovia,Widzew Łódź
2,16368,1601,2183,0,3,15722,2010/2011,Ruch Chorzów,P. Warszawa
1,16369,8322,8031,2,1,15722,2010/2011,Arka Gdynia,Polonia Bytom
2,16370,1601,8025,1,2,15722,2010/2011,Ruch Chorzów,Śląsk Wrocław
3,16371,2183,8569,0,0,15722,2010/2011,P. Warszawa,GKS Bełchatów
2,16372,8322,8673,2,5,15722,2010/2011,Arka Gdynia,Legia Warszawa
1,16373,8024,8030,1,0,15722,2010/2011,Widzew Łódź,Lechia Gdańsk
2,16374,8031,2182,1,2,15722,2010/2011,Polonia Bytom,Lech Poznań
2,16375,8021,10265,0,3,15722,2010/2011,Zagłębie Lubin,Wisła Kraków
1,16376,8245,8020,1,0,15722,2010/2011,Korona Kielce,Polonia Bytom
1,16377,2186,1957,3,0,15722,2010/2011,Cracovia,Jagiellonia Białystok
2,16378,8025,8673,0,1,15722,2010/2011,Śląsk Wrocław,Legia Warszawa
2,16379,8024,10265,0,1,15722,2010/2011,Widzew Łódź,Wisła Kraków
1,16380,2183,8021,2,1,15722,2010/2011,P. Warszawa,Zagłębie Lubin
1,16381,8322,8020,2,0,15722,2010/2011,Arka Gdynia,Polonia Bytom
2,16382,8031,8245,0,1,15722,2010/2011,Polonia Bytom,Korona Kielce
1,16383,2182,2186,5,0,15722,2010/2011,Lech Poznań,Cracovia
1,16384,8569,1601,3,2,15722,2010/2011,GKS Bełchatów,Ruch Chorzów
2,16385,8030,1957,1,2,15722,2010/2011,Lechia Gdańsk,Jagiellonia Białystok
1,16386,2182,8245,4,0,15722,2010/2011,Lech Poznań,Korona Kielce
2,16387,8030,8021,1,2,15722,2010/2011,Lechia Gdańsk,Zagłębie Lubin
1,16388,8020,8024,4,0,15722,2010/2011,Polonia Bytom,Widzew Łódź
2,16389,10265,2183,0,2,15722,2010/2011,Wisła Kraków,P. Warszawa
1,16390,8025,8322,5,0,15722,2010/2011,Śląsk Wrocław,Arka Gdynia
1,16391,8673,8031,4,0,15722,2010/2011,Legia Warszawa,Polonia Bytom
1,16392,8569,2186,1,0,15722,2010/2011,GKS Bełchatów,Cracovia
1,16393,1957,1601,2,1,15722,2010/2011,Jagiellonia Białystok,Ruch Chorzów
2,16394,8673,8569,0,2,15722,2010/2011,Legia Warszawa,GKS Bełchatów
1,16395,8030,8025,2,0,15722,2010/2011,Lechia Gdańsk,Śląsk Wrocław
1,16396,1957,2182,2,0,15722,2010/2011,Jagiellonia Białystok,Lech Poznań
1,16397,10265,8031,2,1,15722,2010/2011,Wisła Kraków,Polonia Bytom
1,16398,8020,1601,1,0,15722,2010/2011,Polonia Bytom,Ruch Chorzów
1,16399,8245,2186,1,0,15722,2010/2011,Korona Kielce,Cracovia
1,16400,8021,8322,1,0,15722,2010/2011,Zagłębie Lubin,Arka Gdynia
3,16401,8024,2183,0,0,15722,2010/2011,Widzew Łódź,P. Warszawa
2,16402,8025,2182,1,2,15722,2010/2011,Śląsk Wrocław,Lech Poznań
1,16403,8569,8030,1,0,15722,2010/2011,GKS Bełchatów,Lechia Gdańsk
2,16404,2183,8245,1,3,15722,2010/2011,P. Warszawa,Korona Kielce
3,16405,8322,8024,1,1,15722,2010/2011,Arka Gdynia,Widzew Łódź
1,16406,8031,8021,2,0,15722,2010/2011,Polonia Bytom,Zagłębie Lubin
2,16407,2186,8020,2,3,15722,2010/2011,Cracovia,Polonia Bytom
1,16408,1601,8673,1,0,15722,2010/2011,Ruch Chorzów,Legia Warszawa
1,16409,1957,10265,2,1,15722,2010/2011,Jagiellonia Białystok,Wisła Kraków
1,16410,8020,8569,1,0,15722,2010/2011,Polonia Bytom,GKS Bełchatów
3,16411,10265,8245,2,2,15722,2010/2011,Wisła Kraków,Korona Kielce
1,16412,8021,8673,2,1,15722,2010/2011,Zagłębie Lubin,Legia Warszawa
1,16413,8024,8025,5,2,15722,2010/2011,Widzew Łódź,Śląsk Wrocław
3,16414,2182,2183,2,2,15722,2010/2011,Lech Poznań,P. Warszawa
1,16415,8322,1957,1,0,15722,2010/2011,Arka Gdynia,Jagiellonia Białystok
1,16416,8031,1601,1,0,15722,2010/2011,Polonia Bytom,Ruch Chorzów
1,16417,8030,2186,1,0,15722,2010/2011,Lechia Gdańsk,Cracovia
1,16418,8245,8025,2,1,15722,2010/2011,Korona Kielce,Śląsk Wrocław
3,16419,8569,10265,1,1,15722,2010/2011,GKS Bełchatów,Wisła Kraków
1,16420,8673,2182,2,1,15722,2010/2011,Legia Warszawa,Lech Poznań
1,16421,8030,8020,5,1,15722,2010/2011,Lechia Gdańsk,Polonia Bytom
3,16422,2183,8031,2,2,15722,2010/2011,P. Warszawa,Polonia Bytom
1,16423,2186,8322,2,0,15722,2010/2011,Cracovia,Arka Gdynia
3,16424,1601,8024,1,1,15722,2010/2011,Ruch Chorzów,Widzew Łódź
1,16425,1957,8021,2,0,15722,2010/2011,Jagiellonia Białystok,Zagłębie Lubin
2,16426,8673,8030,0,3,15722,2010/2011,Legia Warszawa,Lechia Gdańsk
1,16427,8569,2182,1,0,15722,2010/2011,GKS Bełchatów,Lech Poznań
3,16428,10265,8025,0,0,15722,2010/2011,Wisła Kraków,Śląsk Wrocław
2,16429,8020,1957,0,1,15722,2010/2011,Polonia Bytom,Jagiellonia Białystok
2,16430,1601,8245,0,1,15722,2010/2011,Ruch Chorzów,Korona Kielce
3,16431,8021,2186,0,0,15722,2010/2011,Zagłębie Lubin,Cracovia
3,16432,8031,8024,2,2,15722,2010/2011,Polonia Bytom,Widzew Łódź
3,16433,8322,2183,0,0,15722,2010/2011,Arka Gdynia,P. Warszawa
3,16434,8025,2183,2,2,15722,2010/2011,Śląsk Wrocław,P. Warszawa
1,16435,8245,8569,3,1,15722,2010/2011,Korona Kielce,GKS Bełchatów
2,16436,8024,8673,0,1,15722,2010/2011,Widzew Łódź,Legia Warszawa
1,16437,8030,8322,1,0,15722,2010/2011,Lechia Gdańsk,Arka Gdynia
2,16438,2182,8021,0,1,15722,2010/2011,Lech Poznań,Zagłębie Lubin
1,16439,8020,10265,1,0,15722,2010/2011,Polonia Bytom,Wisła Kraków
2,16440,2186,1601,2,3,15722,2010/2011,Cracovia,Ruch Chorzów
1,16441,1957,8031,3,0,15722,2010/2011,Jagiellonia Białystok,Polonia Bytom
2,16442,2186,8245,1,2,15722,2011/2012,Cracovia,Korona Kielce
1,16443,2183,8030,1,0,15722,2011/2012,P. Warszawa,Lechia Gdańsk
1,16444,8673,8021,3,0,15722,2011/2012,Legia Warszawa,Zagłębie Lubin
2,16445,8244,2182,0,5,15722,2011/2012,Widzew Łódź,Lech Poznań
3,16446,8033,1957,2,2,15722,2011/2012,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok
1,16447,1601,8569,2,1,15722,2011/2012,Ruch Chorzów,GKS Bełchatów
3,16448,8025,8020,1,1,15722,2011/2012,Śląsk Wrocław,Polonia Bytom
3,16449,8024,10265,1,1,15722,2011/2012,Widzew Łódź,Wisła Kraków
1,16450,8569,8025,3,0,15722,2011/2012,GKS Bełchatów,Śląsk Wrocław
1,16451,2182,8245,1,0,15722,2011/2012,Lech Poznań,Korona Kielce
1,16452,8033,2186,1,0,15722,2011/2012,Podbeskidzie Bielsko-Biała,Cracovia
3,16453,2183,8020,1,1,15722,2011/2012,P. Warszawa,Polonia Bytom
2,16454,1601,8673,0,1,15722,2011/2012,Ruch Chorzów,Legia Warszawa
2,16455,8024,8244,0,1,15722,2011/2012,Widzew Łódź,Widzew Łódź
1,16456,10265,1957,3,1,15722,2011/2012,Wisła Kraków,Jagiellonia Białystok
2,16457,8021,8030,0,1,15722,2011/2012,Zagłębie Lubin,Lechia Gdańsk
3,16458,2186,2183,0,0,15722,2011/2012,Cracovia,P. Warszawa
2,16459,8020,1601,1,2,15722,2011/2012,Polonia Bytom,Ruch Chorzów
1,16460,1957,8569,1,0,15722,2011/2012,Jagiellonia Białystok,GKS Bełchatów
3,16461,8030,2182,0,0,15722,2011/2012,Lechia Gdańsk,Lech Poznań
1,16462,8673,8024,2,0,15722,2011/2012,Legia Warszawa,Widzew Łódź
2,16463,8244,10265,1,2,15722,2011/2012,Widzew Łódź,Wisła Kraków
1,16464,8025,8033,1,0,15722,2011/2012,Śląsk Wrocław,Podbeskidzie Bielsko-Biała
1,16465,8021,8245,3,1,15722,2011/2012,Zagłębie Lubin,Korona Kielce
1,16466,8569,8021,2,1,15722,2011/2012,GKS Bełchatów,Zagłębie Lubin
1,16467,8020,1957,2,0,15722,2011/2012,Polonia Bytom,Jagiellonia Białystok
2,16468,8245,8244,0,2,15722,2011/2012,Korona Kielce,Widzew Łódź
3,16469,2182,8673,0,0,15722,2011/2012,Lech Poznań,Legia Warszawa
2,16470,1601,2183,0,1,15722,2011/2012,Ruch Chorzów,P. Warszawa
1,16471,8025,8030,1,0,15722,2011/2012,Śląsk Wrocław,Lechia Gdańsk
1,16472,8024,2186,1,0,15722,2011/2012,Widzew Łódź,Cracovia
2,16473,10265,8033,0,1,15722,2011/2012,Wisła Kraków,Podbeskidzie Bielsko-Biała
1,16474,2186,10265,1,0,15722,2011/2012,Cracovia,Wisła Kraków
3,16475,1957,8673,0,0,15722,2011/2012,Jagiellonia Białystok,Legia Warszawa
3,16476,8245,8569,2,2,15722,2011/2012,Korona Kielce,GKS Bełchatów
3,16477,8030,8024,0,0,15722,2011/2012,Lechia Gdańsk,Widzew Łódź
2,16478,8244,1601,0,4,15722,2011/2012,Widzew Łódź,Ruch Chorzów
3,16479,8033,8020,1,1,15722,2011/2012,Podbeskidzie Bielsko-Biała,Polonia Bytom
1,16480,2183,2182,1,0,15722,2011/2012,P. Warszawa,Lech Poznań
2,16481,8021,8025,1,5,15722,2011/2012,Zagłębie Lubin,Śląsk Wrocław
1,16482,8569,8244,3,0,15722,2011/2012,GKS Bełchatów,Widzew Łódź
2,16483,1957,8025,0,2,15722,2011/2012,Jagiellonia Białystok,Śląsk Wrocław
1,16484,8673,8030,3,0,15722,2011/2012,Legia Warszawa,Lechia Gdańsk
3,16485,8033,2182,0,0,15722,2011/2012,Podbeskidzie Bielsko-Biała,Lech Poznań
1,16486,1601,2186,2,0,15722,2011/2012,Ruch Chorzów,Cracovia
3,16487,8024,8245,0,0,15722,2011/2012,Widzew Łódź,Korona Kielce
2,16488,10265,8020,0,1,15722,2011/2012,Wisła Kraków,Polonia Bytom
1,16489,8021,2183,1,0,15722,2011/2012,Zagłębie Lubin,P. Warszawa
1,16490,2186,8569,2,1,15722,2011/2012,Cracovia,GKS Bełchatów
1,16491,8020,8021,4,1,15722,2011/2012,Polonia Bytom,Zagłębie Lubin
1,16492,8245,8673,1,0,15722,2011/2012,Korona Kielce,Legia Warszawa
2,16493,2182,8024,0,1,15722,2011/2012,Lech Poznań,Widzew Łódź
1,16494,8030,1601,1,0,15722,2011/2012,Lechia Gdańsk,Ruch Chorzów
3,16495,8244,1957,1,1,15722,2011/2012,Widzew Łódź,Jagiellonia Białystok
2,16496,8025,10265,0,1,15722,2011/2012,Śląsk Wrocław,Wisła Kraków
1,16497,2183,8033,2,1,15722,2011/2012,P. Warszawa,Podbeskidzie Bielsko-Biała
3,16498,8569,1601,1,1,15722,2011/2012,GKS Bełchatów,Ruch Chorzów
2,16499,8020,8025,0,2,15722,2011/2012,Polonia Bytom,Śląsk Wrocław
2,16500,1957,8033,0,2,15722,2011/2012,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała
3,16501,8245,2186,0,0,15722,2011/2012,Korona Kielce,Cracovia
1,16502,2182,8244,4,0,15722,2011/2012,Lech Poznań,Widzew Łódź
2,16503,8030,2183,1,3,15722,2011/2012,Lechia Gdańsk,P. Warszawa
1,16504,10265,8024,1,0,15722,2011/2012,Wisła Kraków,Widzew Łódź
2,16505,8021,8673,0,4,15722,2011/2012,Zagłębie Lubin,Legia Warszawa
1,16506,2182,8021,3,2,15722,2011/2012,Lech Poznań,Zagłębie Lubin
2,16507,8030,1957,0,1,15722,2011/2012,Lechia Gdańsk,Jagiellonia Białystok
3,16508,8673,2186,0,0,15722,2011/2012,Legia Warszawa,Cracovia
2,16509,8244,8025,1,2,15722,2011/2012,Widzew Łódź,Śląsk Wrocław
1,16510,8033,8569,1,0,15722,2011/2012,Podbeskidzie Bielsko-Biała,GKS Bełchatów
1,16511,1601,8245,4,1,15722,2011/2012,Ruch Chorzów,Korona Kielce
1,16512,8024,8020,2,0,15722,2011/2012,Widzew Łódź,Polonia Bytom
2,16513,10265,2183,0,1,15722,2011/2012,Wisła Kraków,P. Warszawa
3,16514,2186,8030,1,1,15722,2011/2012,Cracovia,Lechia Gdańsk
1,16515,8020,8673,2,0,15722,2011/2012,Polonia Bytom,Legia Warszawa
1,16516,8245,1957,2,0,15722,2011/2012,Korona Kielce,Jagiellonia Białystok
2,16517,2182,8569,0,1,15722,2011/2012,Lech Poznań,GKS Bełchatów
2,16518,8244,2183,0,2,15722,2011/2012,Widzew Łódź,P. Warszawa
3,16519,8025,1601,1,1,15722,2011/2012,Śląsk Wrocław,Ruch Chorzów
2,16520,8024,8033,0,1,15722,2011/2012,Widzew Łódź,Podbeskidzie Bielsko-Biała
3,16521,8021,10265,2,2,15722,2011/2012,Zagłębie Lubin,Wisła Kraków
3,16522,2186,1957,0,0,15722,2011/2012,Cracovia,Jagiellonia Białystok
3,16523,8569,8020,1,1,15722,2011/2012,GKS Bełchatów,Polonia Bytom
3,16524,8244,8030,0,0,15722,2011/2012,Widzew Łódź,Lechia Gdańsk
1,16525,8033,8021,1,0,15722,2011/2012,Podbeskidzie Bielsko-Biała,Zagłębie Lubin
2,16526,2183,8024,1,2,15722,2011/2012,P. Warszawa,Widzew Łódź
1,16527,1601,2182,3,0,15722,2011/2012,Ruch Chorzów,Lech Poznań
2,16528,8025,8673,0,4,15722,2011/2012,Śląsk Wrocław,Legia Warszawa
2,16529,10265,8245,0,1,15722,2011/2012,Wisła Kraków,Korona Kielce
2,16530,2186,8673,1,3,15722,2011/2012,Cracovia,Legia Warszawa
1,16531,8569,8033,6,0,15722,2011/2012,GKS Bełchatów,Podbeskidzie Bielsko-Biała
3,16532,8020,8024,1,1,15722,2011/2012,Polonia Bytom,Widzew Łódź
1,16533,1957,8030,2,1,15722,2011/2012,Jagiellonia Białystok,Lechia Gdańsk
3,16534,8245,1601,2,2,15722,2011/2012,Korona Kielce,Ruch Chorzów
3,16535,2183,10265,1,1,15722,2011/2012,P. Warszawa,Wisła Kraków
1,16536,8025,8244,4,0,15722,2011/2012,Śląsk Wrocław,Widzew Łódź
3,16537,8021,2182,1,1,15722,2011/2012,Zagłębie Lubin,Lech Poznań
2,16538,2186,8021,0,2,15722,2011/2012,Cracovia,Zagłębie Lubin
1,16539,8569,2183,2,1,15722,2011/2012,GKS Bełchatów,P. Warszawa
2,16540,1957,1601,0,1,15722,2011/2012,Jagiellonia Białystok,Ruch Chorzów
1,16541,8245,8033,2,0,15722,2011/2012,Korona Kielce,Podbeskidzie Bielsko-Biała
1,16542,2182,8020,1,0,15722,2011/2012,Lech Poznań,Polonia Bytom
2,16543,8030,10265,0,2,15722,2011/2012,Lechia Gdańsk,Wisła Kraków
1,16544,8673,8244,2,0,15722,2011/2012,Legia Warszawa,Widzew Łódź
3,16545,8024,8025,2,2,15722,2011/2012,Widzew Łódź,Śląsk Wrocław
3,16546,8020,8030,2,2,15722,2011/2012,Polonia Bytom,Lechia Gdańsk
3,16547,8244,2186,2,2,15722,2011/2012,Widzew Łódź,Cracovia
2,16548,8033,8673,0,1,15722,2011/2012,Podbeskidzie Bielsko-Biała,Legia Warszawa
1,16549,2183,1957,4,1,15722,2011/2012,P. Warszawa,Jagiellonia Białystok
2,16550,8025,8245,1,2,15722,2011/2012,Śląsk Wrocław,Korona Kielce
1,16551,8024,8569,1,0,15722,2011/2012,Widzew Łódź,GKS Bełchatów
3,16552,10265,2182,0,0,15722,2011/2012,Wisła Kraków,Lech Poznań
3,16553,8021,1601,1,1,15722,2011/2012,Zagłębie Lubin,Ruch Chorzów
3,16554,8569,10265,2,2,15722,2011/2012,GKS Bełchatów,Wisła Kraków
3,16555,8020,8244,0,0,15722,2011/2012,Polonia Bytom,Widzew Łódź
1,16556,1957,2182,2,0,15722,2011/2012,Jagiellonia Białystok,Lech Poznań
3,16557,8030,8245,0,0,15722,2011/2012,Lechia Gdańsk,Korona Kielce
3,16558,8673,2183,0,0,15722,2011/2012,Legia Warszawa,P. Warszawa
3,16559,1601,8033,2,2,15722,2011/2012,Ruch Chorzów,Podbeskidzie Bielsko-Biała
1,16560,8025,2186,3,0,15722,2011/2012,Śląsk Wrocław,Cracovia
1,16561,8021,8024,1,0,15722,2011/2012,Zagłębie Lubin,Widzew Łódź
2,16562,2186,8020,1,3,15722,2011/2012,Cracovia,Polonia Bytom
1,16563,1957,8024,4,1,15722,2011/2012,Jagiellonia Białystok,Widzew Łódź
1,16564,8245,2183,3,0,15722,2011/2012,Korona Kielce,P. Warszawa
1,16565,2182,8025,2,0,15722,2011/2012,Lech Poznań,Śląsk Wrocław
2,16566,8030,8033,2,3,15722,2011/2012,Lechia Gdańsk,Podbeskidzie Bielsko-Biała
3,16567,8673,8569,1,1,15722,2011/2012,Legia Warszawa,GKS Bełchatów
2,16568,8244,8021,1,2,15722,2011/2012,Widzew Łódź,Zagłębie Lubin
1,16569,1601,10265,1,0,15722,2011/2012,Ruch Chorzów,Wisła Kraków
2,16570,8569,8030,1,3,15722,2011/2012,GKS Bełchatów,Lechia Gdańsk
1,16571,8020,8245,2,0,15722,2011/2012,Polonia Bytom,Korona Kielce
1,16572,2182,2186,3,1,15722,2011/2012,Lech Poznań,Cracovia
2,16573,8033,8244,0,1,15722,2011/2012,Podbeskidzie Bielsko-Biała,Widzew Łódź
1,16574,2183,8025,3,0,15722,2011/2012,P. Warszawa,Śląsk Wrocław
2,16575,8024,1601,1,2,15722,2011/2012,Widzew Łódź,Ruch Chorzów
3,16576,10265,8673,0,0,15722,2011/2012,Wisła Kraków,Legia Warszawa
1,16577,8021,1957,2,1,15722,2011/2012,Zagłębie Lubin,Jagiellonia Białystok
1,16578,2186,8033,3,1,15722,2011/2012,Cracovia,Podbeskidzie Bielsko-Biała
1,16579,8020,2183,1,0,15722,2011/2012,Polonia Bytom,P. Warszawa
1,16580,1957,10265,1,0,15722,2011/2012,Jagiellonia Białystok,Wisła Kraków
3,16581,8245,2182,2,2,15722,2011/2012,Korona Kielce,Lech Poznań
2,16582,8030,8021,0,1,15722,2011/2012,Lechia Gdańsk,Zagłębie Lubin
1,16583,8673,1601,2,0,15722,2011/2012,Legia Warszawa,Ruch Chorzów
3,16584,8244,8024,1,1,15722,2011/2012,Widzew Łódź,Widzew Łódź
1,16585,8025,8569,1,0,15722,2011/2012,Śląsk Wrocław,GKS Bełchatów
1,16586,8569,1957,2,0,15722,2011/2012,GKS Bełchatów,Jagiellonia Białystok
2,16587,8245,8021,0,2,15722,2011/2012,Korona Kielce,Zagłębie Lubin
1,16588,2182,8030,2,1,15722,2011/2012,Lech Poznań,Lechia Gdańsk
3,16589,8033,8025,1,1,15722,2011/2012,Podbeskidzie Bielsko-Biała,Śląsk Wrocław
1,16590,2183,2186,2,1,15722,2011/2012,P. Warszawa,Cracovia
3,16591,1601,8020,0,0,15722,2011/2012,Ruch Chorzów,Polonia Bytom
3,16592,8024,8673,1,1,15722,2011/2012,Widzew Łódź,Legia Warszawa
1,16593,10265,8244,3,2,15722,2011/2012,Wisła Kraków,Widzew Łódź
3,16594,2186,8024,0,0,15722,2011/2012,Cracovia,Widzew Łódź
1,16595,1957,8020,2,1,15722,2011/2012,Jagiellonia Białystok,Polonia Bytom
3,16596,8030,8025,1,1,15722,2011/2012,Lechia Gdańsk,Śląsk Wrocław
2,16597,8673,2182,0,1,15722,2011/2012,Legia Warszawa,Lech Poznań
2,16598,8244,8245,0,2,15722,2011/2012,Widzew Łódź,Korona Kielce
2,16599,8033,10265,1,3,15722,2011/2012,Podbeskidzie Bielsko-Biała,Wisła Kraków
2,16600,2183,1601,0,1,15722,2011/2012,P. Warszawa,Ruch Chorzów
